id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id
74178,2023-03-26,tarde ,C,control_calidad,462,38,315,0,No,,OP062
34523,2023-03-14,noche,A,corte,344,10,594,0,NO,,OP068
69113,03.07.2023,tarde,,mecaniado,365,23,362,52,si,error operario,OP-007
57059,2023-03-04,tarde,A,tratamiento_termico,314,8,368,1,SI,fallo_maquina,OP012
73518,2024-12-01,manana,B,control_calidad,454,38,285,0,n,,OP049
60324,2023-08-02,noche,B,Expedicion,390,10,282,12,sí,falta_material,OP048
76248,2023-05-19,mañana,A,corte,419,10,449,0,no,,OP033
63626,03-26-2024,tarde,A,tratamiento_termico,276,21,412,9,S,fallo_maquina,OP033
64477,2024-04-09,mañana,A,tratamiento_termico,366,8,352,0,No,,OP047
68176,2024/01/19,tarde,C,corte,464,18,534,0,NO,,OP011
20835,24.12.2024,tarde,B ,tratamiento_termico,419,12,417,31,sí,falta_material,OP022
38905,2024-06-22,noche,B,corte,312,8,523,0,NO,,OP039
46025,2023-08-22,mañana,B,Expedicion,486,9,265,0,NO,,OP005 
47836,2024-11-20,tarde,C,control_calidad,492,41,277,11,yes,fallo_maquina,OP063
69942,2024-11-13,Mañana,B,expedicion,426,7,176,11,S,falta_material,OP046
74921,2024-11-24,tarde,C,Corte,475,12,534,0,n,,OP048
24838,2023-08-13,tarde,A,tratamiento_termico,310,14,343,0,0,, OP011
45112,2023-11-16,noche,,tratamiento_termico,301,16,373,0,n,,op055
58085,26/12/2024,mañana,B,Expedicion,441,8,267,0,No,,OP002
15453,2023-04-03,noche,AA,corte,351,13,492,0,no,,OP025
67850,28-12-2023,tarde,B,expedicion,418,11,2744,0,no,,OP061
65725,2023-06-28,tarde,B ,tratamiento_termico,332,14,381,0,no,,OP020
95678,20240315,tare,C,cortte,338,15,456,0,no,,OP021
49021,2023-08-03,  tarde,A,expedicion,390,10,242,0,n,,OP066
14224,2024-09-17,mañana,C,corte,323,7,499,0,No,,OP026
55688,2024-04-03,Tarde,A,tratamiento_termico,0,3,372,0,n,,OP009
21401,09-29-2024,tare,B,expedicion,535,9,248,0,no,,OP016
25386,2023-04-02,noche,B,tratamiento_termico,345,12,314,1,S,falta_material,OP035
41056,2023-05-15,noche,,mecanizado,283,15,539,0,n,,Op053
87060,2024-03-23,tarde,C,Corte,450,10,546,0,NO,,OP066
89988,2024-01-09,tare,B,CORTE,347,7,460,0,n,,OP042
31755,2023-02-12,noches,C,mecanizado,287,21,485,0,no,,OP074
37082,2024-03-29,mañana,B,tratamiento_termico,289,7,380,0,no,,OP001
17780,2023-07-18,tarde,B,control_calidad,524,36,346,0,no,,OP044
79767,2023-09-04,mañana,C,tratamiento termico,325,18,436,0,no,,OP023
80617,2024-05-22,manana,C,corte,411,6,475,0,NO,,OP002
48356,05-02-2023,noche,,control_calidad,348,31,341,0,NO,,OP074
45041,2023-10-10,mañana,B,tratamiento termico,321,16,368,0,no,,OP070
77425,2023-03-11,noche,A,expedicion,406,8,245,0,0,,OP041
99037,2024-11-30,mañana,C,control_calidad,407,30,324,0,n,,OP068
27771,20230726,tarde ,A,control_calidad,610,51,319,4,No,,OP053
63948,20240930,tarde,A,control_calidad,517,45,2384,0,NO,,OP016
46349,2024-06-05,tarde,B,control_calidad,565,42,229,0,0,,op005
26631,2024-03-30,tarde,B,mecanizado,322,11,405,48,1,fallo_maquina,OP035
27392,2023-12-16,noches,B,control_calidad,421,42,349,0,NO,,OP023
52217,2024-06-14,tarde,B,expedicion,387,6,222,0,no,,OP015
98635,2024-07-10,mañaña,B,control_calidad,486,,267,20,0,,OP065
28634,03-20-2024,mañana,B,control_calidad,526,46,267,0,NO,,OP027
45221,2024-01-04,tarde,B,tratamiento_termico,324,14,406,0,n,,OP 026
59174,2024-04-20,mañana,C,mecanizado ,388,21,440,44,1,error_operario,OP-024
93050,2023-12-19,tarde,B,mecanizado,343,18,414,80,si,falta_material,OP012
22202,2023-08-17,noche,B,mecanizado,296,23,528,0,NO,,
46467,2023-09-02,mañana,A,mecanizado,,2,387,0,No,,OP079
58374,2024-01-25,mañana,C,control_calidad,516,55,289,0,NO,,OP070
73968,2023-08-04,tarde,C,expedicion,379,,296,0,n,,OP038
10324,2023-03-21,mañana,C,corte,464,20,435,0,0,,OP027
22208,2023-10-18,maana,C,corte,422,10,513,0,No,,op030
70089,2023-08-29,NOCHE,A,tratamiento_termico,291,16,384,30,Yes,error operario,OP020
56952,2024-10-11,tarde,A,control_calidad,428,39,331,0,n,,OP076
80048,2023-07-24,noche,C,mecanizado,310,11,382,77,1,error_operario,op029
66314,01.07.2023,mañana,C,tratamiento_termico,386,14,,27,si,error_operario,OP022
74843,2023-01-27,maana,,control_calidad,481,29,315,0,No,,OP064
47171,2023-09-19,mañana,C,tratamiento_termico,313,14,323,0,No,,OP071
85750,2024-11-27,mañana,B ,corte,487,11,480,94,sí,Error_operario,op030
73614,09-07-2024,mañana,c,mecanizado,273,11,404,0,No,,OP037
99463,2024-11-26,noches,B,expedicion,356,4,300,0,NO,fallo_maquina,OP004
16021,2024-02-26,mañana,A,corte,329,7,584,0,0,,OP043
70238,05-08-2023,mañana,A,tratamiento_termico,332,8,352,3,si,falta_material,OP002
91289,2024-05-31,noche,C,expediccion,329,16,447,0,n,,OP029
10088,2024-04-26,mañana,A,mecanizado,291,16,480,59,SI,falta_material,OP001
66072,19/01/2023,noche,B,control_calidad,395,33,287,6,si,mantenimiento,OP059
27290,13/12/2023,tarde,C,expedicion,459,9,240,0,No,,OP051
49566,20240906,tarde,BC,corte,383,14,554,0,NO,,OP063
45916,2023-10-10,tare,B,corte,455,13,493,0,NO,,OP030
57242,2024-12-04,tarde,B,expedicion,560,10,277,1,si,falta_material,OP055
58738,2023-06-15,maana,C,control_calidad,474,36,317,0,0,,OP060
95054,02-02-2023,tarde,C,tratamiento termico,353,14,303,0,n,,OP009
61949,2023-06-20,noch,C,mecanizado,288,17,472,17,n,,OP045
40689,2024-04-21,mañana,B,control_calidad,504,33,288,27,n,,OP 080
21953,2023-11-09,noche,A,Mecanizado,254,15,456,0,no,,OP006
10142,2024-06-20,mañana,C,tratamiento_termico,437,14,342,50,yes,error_operario,
20215,2024/10/19,mañana,B ,tratamiento_termico,278,9,377,0,n,,OP032 
39647,2023-11-27,noche,A,expedicion,444,8,277,0,0,,OP001
68335,01-21-2023,mañana,A,corte,436,15,457,0,n,,OP001
47171,2024-12-24,tarde,B,tratamiento_termico,-49,4,234,0,No,,OP004
25806,21-02-2024,mañana,línea A,tratamiento_termico,377,14,307,0,No,,OP 040
65353,2023-10-17,tarde,,corte,399,12,490,0,no,,OP045
72613,2023-09-21,tarde,A,corte,448,16,487,0,NO,fallo_maquina,OP023
60209,2024-02-26,tarde ,A,expedicion,568,12,228,0,NO,,OP067
23425,20240123,noch,C,tratamiento_termico,276,11,358,8,si,falta_material,op047
58177,2024-01-18,tarde,B,mecanizado,288,21,451,0,0,,OP041
27973,2024-03-17,noche,C,tratamiento_termico,395,16,422,0,n,,OP075
27451,2023-03-10,Mañana,A,tratamiento_termico,333,9,319,0,0,,OP021
98753,11.10.2023,tarde,C,tratamiento termico,302,18,501,7,yes,mantenimienot,OP066
79534,2023-04-21,noche,C,tratamiento_termico,0,8,340,0,NO,,OP039
89995,2023-05-03,  NOCHE,B,expedicion,393,7,276,7,sí,mantenimiento,OP070
67684,2023-01-26,mañana,C,corte,325,10,535,0,0,,OP076
37925,2023-03-12,noche,B,mecanizado,273,11,403,0,n,,OP034
29840,2023-12-22,mañana,A,tratamiento_termico ,398,18,391,0,NO,,OP050
90750,23.09.2023,tarde,,corte ,451,9,494,0,0,,
38474,2024/05/28,tarde,A,tratamiento_termico ,,6,325,0,0,,OP017
23168,2023-10-05,noch,B ,mecanizado,340,14,476,0,NO,,OP051
26142,2023-07-24,tarde,a,tratamiento_termico,308,11,318,8,1,mantenimiento,OP076
60335,2023-07-20,noche,B ,tratamiento_termicoo,293,13,452,0,no,,Op030
66280,2023-12-19,maana,,Expedicion,430,,247,0,No,error_operario,OP064
28327,2024-01-07,manana,B,expedicion ,484,5,276,0,NO,,OP037
94491,02.09.2023,noche,C,control_calidad ,329,25,367,0,n,,OP062
82534,2023-03-23,mañana,C,tratamiento_termico,384,14,384,0,no,,OP61
89638,2023-10-17,tarde,A,cortte ,343,20,428,0,n,,OP033
13515,2024-11-05,noch,c,tratamiento_termico,400,21,358,0,No,,OP051
96298,2023-11-01,mañana,C,tratamiento_termico ,375,12,383,0,No,,OP077
36928,2024-12-19, mañana,A,mecanizado,318,14,437,0,NO,,OP054
76784,2024-02-26,tarde,C,corte,407,13,412,0,n,,OP29
61347,2024-08-22,mañana,C,control_calidad,554,39,304,0,no,,OP064
17152,20-08-2024,Tarde,C,tratamiento_termicoo,345,12,247,0,No,,OP003
41370,2023-04-10,mañana,B,expedicion,452,11,297,0,0,,OP075
24777,2023-04-11,noche,,expedicion,-46,4,262,0,n,,OP023
93634,2024-12-09,tarde,C,expedicion,379,11,253,0,NO,,OP060
79243,20/09/2023, mañana,B,control_calidad ,418,30,312,0,No,,OP043
11581,2023-01-10,noche,C,corte,379,14,488,0,No,error_operario,
51480,2024-02-08,noche,,control_calidad,425,32,346,0,no,,OP022
84498,2023-09-08,manana,B,control_calidad ,434,34,303,0,NO,,OP049
81612,2023-04-06,noche,C,expedicion,351,8,273,0,n,,OP010
71736,2024-09-14,tarde,A,expedicion,529,8,223,0,NO,,OP005
19567,2024-02-15,mañana,B,mecanizado,242,14,453,93,si,error_operario,OP0008
94545,2023-07-20,noches,C,expedicion,325,6,271,0,No,,OP075
74157,2023-12-09,noche,C,control_calidad,456,43,296,0,0,,OP042
94545,2023-01-10,mañana,A,corte,481,20,481,18,yes,fallo_maquina,OP056
62163,2024-05-08,mañana,A,mecanizado,302,14,452,0,n,,OP047
92388,2024-01-06,noch,B,control_calidad,498,29,343,7,SI,fallo_maquina,OP0046
64451,2024-01-19,mañana,C,tratamiento_termico,344,14,269,0,n,,OP047
62727,2023-04-16,mañaña,,Expedicion,499,10,221,0,NO,,OP045
80328,01-13-2023,mañana,C,control_calidad,445,32,288,0,n,,OP0069
30012,2024-10-11,tarde,A,control_calidad,433,29,281,0,n,, OP020
50620,03-18-2023,mañana,A,control_calidad ,496,43,295,0,no,mantenimiento,OP033
36633,2024-10-18,mañana,B,expedicion,443,7,250,0,0,,OP041
30365,2024-05-11, mañana,B,control_calidad,480,45,242,0,0,,OP45
61213,2024-09-18,tarde,C,control_calidad,607,50,284,0,NO,,OP062
95175,06-03-2024,tarde,A,control_calidadd,384,13,361,0,NO,,OP-069
18665,2024-10-16,manana,A,tratamiento_termico,331,17,377,0,NO,,OP009
67342,2023-05-09,noches,A,mecanizado,305,13,413,0,n,,OP25
41278,2024-08-22,mañana,A,corte,398,7,403,0,NO,,OP071
21300,11/03/2024,tarde,C,expedicion,445,13,246,0,0,,OP064
25202,26.02.2023,tarde,,control_calidad,371,32,311,0,no,error_operario,OP079
89800,2023-06-01,mañana,B,tratamiento_termico,395,10,308,0,no,,OP027
97304,2024-03-28,noche,A,expedicion,384,6,311,31,yes,fallo_maquina,OP71
33022,2024-05-03,noche,C,Corte,297,11,436,0,No,,OP054
27984,2024/02/02,tarde,A,expedicion,395,3,242,0,No,,OP074
31473,2023-01-03,NOCHE,C,expedicion,370,12,236,0,0,, OP067
55443,2023-12-11,mañana,,tratamiento_termico,411,16,382,0,NO,,OP041 
43980,2023-01-13,mañana,C,expedicion,395,11,231,0,NO,,OP020
26637,2024-04-28,mañana,A,corte,-19,1,507,0,NO,,OP049
45227,2023-04-28,  noche,B,CORTE,206,7,689,0,NO,falta_material,OP043
25473,2023-05-14,mañana,C,corte,406,12,515,0,No,,OP-065
13847,2024-02-18,mañana,BC,expedicion,508,7,267,0,No,,op038
66272,2024-09-19,noche,C,expedicion,,0,272,0,No,,OP071
18371,2024-07-10,NOCHE,A,CORTE ,286,8,475,0,no,,OP058
85582,2023-04-29,NOCHE,,CORTE,336,354,421,0,No,,OP013
75031,2023-06-07,mañana,B,corte,367,14,488,0,No,,OP075
57202,2023-11-13,tarde,A,expedicion,657,14,279,0,No,,OP064
84302,03-26-2023,tarde ,B,tratamiento_termico,326,11,338,0,NO,,OP019
30618,2024-01-13,noche,C,CORTE,271,5,555,0,NO,,OP055
23487,2024-03-30,tarde,,tratamiento_termico,380,13,386,4,1,falta_material,OP056
98358,2024-03-21,mañana,B,tratamiento_termico,373,16,325,0,n,,OP027
39937,2023-03-16,tare,B,expedición,305,13,422,55,S,mantenimiento,OP0066
10336,2024-04-27,tarde,B,mecanizado,265,18,501,47,Sí,error_operario,OP032
11610,2024-03-15,tarde, A,expediccion,306,14,341,0,n,,OP059
71835,2023-10-02,mañana,A,tratamiento_termico,349,10,331,0,n,,op078
29671,2024-03-08,  maana,A,corte,298,11,415,0,no,,OP044
14635,2023-08-15,mañana,C,Expedicion,420,433,250,0,no,,OP069
95944,2024-12-10,noche,B,CORTE,287,11,504,0,0,,OP047
52179,2023-03-28,tarde,A,mecanizado,259,12,450,5,SI,fallo maquina,OP019
51934,2023-05-29,Tarde,C,cortte,302,24,414,45,Sí,fallo maquina,OP009
20208,2024-09-20,noches,,mecanizado,305,20,358,0,0,,OP055
25650,2023-08-08,mañana,C,expedición,283,13,410,0,n,,OP059
16903,2024-09-25,mañana,A,control_calidad,531,39,336,0,NO,,OP042 
77603,2024-09-22,mañana,A,tratamiento_termico,395,17,394,5,SI,fallo_maquina,OP042
62550,2023-09-12,tarde,B,corte,439,8,530,0,n,,OP074
70960,2024/02/25, mañana,B,tratamiento_termico,282,10,353,0,0,error_operario,
50723,2023-05-29,  mañana,B,Expedicion,446,9,232,0,NO,,OP034
82494,24.09.2024,mañana,A,tratamiento termico,430,26,453,7,Sí,falta_material,OP017
58354,2024-01-24,noche,,corte,340,17,605,0,0,,OP033
83899,2024-01-06,mañana,C,tratamiento_termico,334,14,334,0,No,,OP047
91620,07-06-2023,noche,,mecanizado,277,9,450,35,si,error_operario,OP003
58270,2024-04-01,tarde,B,tratamiento_termico,441,15,404,13,1,error_operario,OP045
74665,2024-06-19,noche,C,expedicion,359,10,277,0,no,,OP034
35614,2024-01-09,NOCHE,A,mecaniado,365,20,459,0,NO,,OP001
81638,2023-11-22,noche,C,mecaniado,311,20,366,0,n,,OP060
42129,17.04.2023,mañana,A,expedicion ,482,9,237,1,Sí,error_operario, OP046
63744,2024-11-12,maana,,mecanizdo,377,17,393,0,n,,OP038
62163,2024-12-06,noche,A,mecanizdo,267,15,427,0,n,,OP068
11257,2023-10-28,mañana,B,mecanizdo,404,19,366,0,NO,,OP079
10191,2023-05-31,tarde,B,mecanizado,368,17,415,2,NO,,OP037
59319,2024-10-30,mañana,B,mecanizado,206,9,,0,0,error_operario,OP069
50306,2024-01-20,noche,,corte,410,11,535,0,NO,,OP064
79443,2024-10-30,  noches,C,corte,444,11,546,0,NO,,OP62
65026,2023-08-08,mañana,b,expedicion,469,11,235,0,0,,OP042
17850,2024-05-09,Mañana,C,mecanizado ,383,12,468,43,SI,mantenimiento,OP012
28661,2024-10-13,NOCHE,B,expedicion,,8,283,0,no,,OP012
22193,08-19-2024,noche,A,corte,305,7,513,0,No,,OP055
40339,2023-09-25,  mañana,C,mecanizado,294,14,448,0,NO,,OP040
78125,31/08/2024,tarde ,C,corte,418,12,582,6,Yes,falta_material,op029
58823,2024-12-01,tarde,C,control_calidad,446,35,318,0,NO,,OP013
21128,2023-06-02,mañana,C,mecanizado,255,,378,47,sí,falta_material,OP 068
76247,20230523,mañana,A,control calidad,333,11,458,0,n,,OP074
61688,2023/01/13,noch,,expedicion,557,4,261,0,0,,OP007
84425,03-11-2023,mañana,B,mecanizdo,320,17,401,0,No,,OP036 
96827,2023-04-09,mañana,C,tratamiento_termico,239,15,448,0,n,,OP002
41034,2024-06-03,mañana,,corte,371,,490,6,Sí,fallo_maquina,OP069
51288,2023-12-15,noche,B,tratamiento_termico,186,8,316,0,No,mantenimiento,OP049
61505,2024-11-09,mañana,A,expedicion,380,7,227,17,si,falta_material,OP029
52762,07-14-2023,  mañana,C,control_calidad ,-14,7,345,0,no,,OP075
45645,2024-01-15,mañana,A,tratamiento_termico,388,23,383,0,NO,,OP47
36569,2023-05-18,noche,C,tratamiento termico,307,15,487,1,sí,mantenimienot,OP080
86638,2023-08-28,noche,C,expedicion,367,8,212,0,NO,,OP0058
23848,2023-10-29,manana,,tratamiento_termico ,435,15,376,0,NO,,OP036
71086,2024-10-23,  tarde,C,corte,349,,487,0,no,mantenimiento,OP050
25825,2023-10-06,Tarde,B,corte,-19,0,541,0,NO,,OP060
37215,2024-03-27,tarde,B,control calidad,241,11,398,0,NO,,OP025
70731,2023-04-02,mañaña,A,tratamiento termico,372,24,439,0,no,,OP003
25717,2023-03-14,tarde ,B,control_calidad,525,35,290,0,n,,OP013
99922,2023-06-10,mañana,B,mecanizado,245,12,363,0,NO,,OP037
89076,2023-07-04,tarde,C,mecanizado,342,16,400,0,No,,OP 035
52964,2024-12-28,  noche,C,expedicion,362,6,221,0,0,,OP040
42534,2024-07-11,tarde,C,tratamiento_termico,357,14,369,0,n,,OP062
61936,2024-04-08,tarde,A,expedicion,448,5,248,0,0,, OP056
98759,2024-12-09,noche,A,cortte ,277,10,354,0,0,,OP075
32789,2024-03-06,noches,A,tratamiento_termico,324,15,322,0,0,,OP054
62727,2024-05-03,mañaña,B,tratamiento_termicoo,431,22,404,0,no,,OP037
82869,2024-12-09,noche,B,control_calidad,361,23,335,0,0,,OP044
42748,2024-11-20,mañana,BC,Corte,295,3,492,0,NO,,OP058
23357,2024-12-24,mañana,C,expedicion,514,17,306,0,NO,,op055
28322,2024-07-07,noche,B,tratamiento_termico,264,11,394,0,NO,,
18083,2023-08-18,tarde,B,control_calidad,363,36,274,3,si,error operario,OP075
39135,2023-12-18,tarde,B,tratamiento_termico,276,6,433,0,No,,OP006
62505,2023-11-12,  tare,A,tratamiento_termicoo,282,16,360,0,No,,OP037
92614,2024-10-16,noche,A,mecanizado,225,16,465,65,si,error_operario,OP 077
21015,2023-03-26,mañana,AA,corte,461,15,508,0,n,,OP028
43924,2023-08-01,tarde,BC,control calidad,351,13,438,0,NO,,OP042
19828,2024-04-04,mañana,A,control_calidadd,293,15,403,19,Yes,error_operario,OP080
22208,2024-11-22,noch,B,expedicion,447,14,199,0,0,,Op035
94670,2024-03-29,tarde,B,tratamiento termico,285,16,308,0,No,,OP049
26880,2024-05-12,noche,A,corte,259,7,4632,0,No,,OP-032
53456,09-01-2024,mañana,B,tratamiento_termico,332,7,319,7,si,mantenimiento,OP042
70423,20230404,mañana,C,corte,360,6,515,16,1,Error_operario,OP030
85220,2024-03-31,mañana,C,corte,435,18,7252,0,n,,OP071
61773,2024-11-24,manana,,mecanizado,319,10,462,0,n,,OP 041
60165,20231011,mañana,a,Corte,431,16,504,0,No,,
32650,2024-10-04,mañana,C,expediccion,266,17,402,0,n,,OP054
34530,2023-12-07,tarde,A,cortte,326,13,373,47,yes,error_operario,OP015 
68459,14/06/2024,tarde,A,expedicion,421,11,270,0,no,,OP043
14541,2024-07-15,tarde,BC,tratamiento_termico,397,22,365,0,0,,OP019
90868,2023-03-04,mañana,A,expedicion,503,14,206,0,NO,,OP057
48680,2024-11-12,tarde,A,control_calidad,670,49,269,51,si,falta_material,OP074
82179,2024-04-23,noche,A,corte,337,6,416,20,1,error_operario,OP045
21497,2023-01-06,noches,A,tratamiento_termico,244,9,396,0,n,error_operario,OP063
27987,2023-07-01,mañana,A,corte,416,13,360,0,n,,OP080
94233,2023-10-15,manana,,corte,347,6,560,0,n,,OP076
78919,30.06.2023,Tarde,A,mecanizado,265,10,363,0,No,, OP005
81258,31-10-2024,tarde,B,control_calidadd,289,13,412,35,1,error operario,OP053
60134,2024-07-08,   mañana,A,tratamiento_termico,241,9,407,24,SI,fallo_maquina,OP42
57069,2023-01-21,tarde,B,control_calidad,534,45,308,0,n,,OP 069
73527,2024-10-17,tarde,B,mecanizado,344,24,429,60,sí,mantenimiento,OP029
84141,2024-12-26,noche,línea A,tratamiento termico,308,14,407,0,0,,op060
60905,2023-09-06,tarde,B,expedicion,,7,238,25,No,mantenimiento,OP0016
13416,2023-11-02,  noche,A,mecanizado,276,,429,16,Yes,falta_material,OP041
38707,2024-01-05,tarde,b,mecanizado,346,20,403,0,n,,OP045
38707,2024-12-09,noche,A,tratamiento_termico,270,9,379,76,sí,mantenimiento,OP036
71824,2023-08-06,mañana,C,control_calidad,575,44,387,0,0,,OP006
86544,2024-09-09,mañana,A,corte,406,8,559,0,No,,OP039
30922,2023-03-13,tarde,B,tratamiento termico,355,24,348,0,no,,OP041
96096,2024-03-06,mañana,C,corte,445,16,457,0,no,,OP075
79951,2023-02-17,  mañana,A,mecanizado,313,12,394,380,S,fallo_maquina,OP064
17328,13-07-2024,NOCHE,B,control_calidad,538,42,330,0,n,,OP055
38758,2024-05-12,mañana,,cortte ,504,30,348,0,no,,OP070
60911,2024-01-06,noche,,corte,362,12,498,0,n,,op068
32768,2024-07-11,NOCHE,B,control_calidad,540,51,350,16,SI,fallo_maquina,OP048
87662,2023-01-24,mañana,C,tratamiento_termico ,466,17,376,4,n,mantenimiento,OP068
57026,2023-12-21,tarde ,C,control calidad,359,12,440,0,0,,OP041
13697,2023-05-19,mañana,A,expedicion,556,14,231,0,NO,,OP078 
56095,2024-06-27,  noche,C,expedicion,437,7,263,0,No,,OP068
83873,24-11-2023,noche,C,mecanizado,288,19,451,0,n,,OP018
34672,2023-09-10,mañana,C,mecanizado,336,,441,0,n,falta_material,OP002 
74517,2023-01-14,Tarde,B,control_calidad,469,39,329,0,NO,,OP017
33010,2023/12/09,NOCHE,C,expedicion,294,5,248,0,n,mantenimiento,OP013
21830,2024-03-24,mañana,C,mecanizado,281,15,382,0,0,,OP046
88861,2023-07-11,tarde,,tratamiento_termico,246,12,327,67,yes,mantenimiento,
79002,2024-01-10,mañana,A,control_calidad,442,41,342,0,0,,
53481,19-04-2023,noche,B,tratamiento_termico,280,14,354,0,0,,OP017
36406,2024-10-28,mañana, A,mecanizado,239,12,456,0,n,,OP008
54663,2024-02-11,tarde,A,control_calidad ,658,48,313,0,no,,OP012
52413,2023-02-04,mañana,B,expediccion,408,12,347,0,n,,OP046
29360,2024-05-17,tarde,B,expedicion,350,7,203,0,0,,OP046
28566,2023-07-11,noche,B,cortte ,327,20,382,0,No,mantenimiento,OP 052
78982,2024-10-04,Mañana,B,tratamiento_termico,434,19,377,0,No,,OP059
19506,2023-10-17,manana,B,cortte,408,18,374,0,0,,OP066
96787,2024-02-24,noche,a,expedicion,472,8,278,0,No,,OP049
23242,2023/12/31,noche,A,expediccion,279,17,341,0,NO,,OP012
52284,2023-09-28,  tarde, A,expedición,354,19,436,0,NO,,OP004
30644,2023/09/03,noche,B,control calidad,331,20,388,0,no,,OP016
67261,2023-07-06,  noche,C,tratamiento_termico,285,7,447,0,No,,OP059
73858,2024-09-28,noche,C,mecanizado ,197,8,442,66,yes,fallo_maquina ,OP017
32833,2024-09-12,tarde,A,expedicion,578,7,198,0,0,,OP021
83659,2023-07-19,mañana,BC,tratamiento_termico,315,19,348,0,0,,OP073
90440,2023-01-19,tarde,C,tratamiento_termico,340,11,419,0,n,,OP043
39260,2024-04-01,mañana,C,tratamiento_termico,339,10,383,24,S,error operario,OP047
32983,2023-02-14,noche,C,expedicion,444,9,270,0,n,mantenimiento,OP-017
48602,2024-03-07,noche,B,tratamiento_termicoo,225,12,403,10,1,,OP022
10235,2024-01-30,Mañana,C,control_calidad,591,51,293,0,NO,,OP063
85082,2023-07-17,tarde,BC,expedicion,429,7,231,0,n,, OP074
84381,2023-10-12,Mañana,B,CORTE,379,7,524,0,n,error_operario,OP008
13416,2024-10-23,manana,,expedicion,472,6,,0,no,,OP048
90134,2024-02-17,noche,A,Expedicion,284,7,246,6,no,,OP048
84127,2024-10-19,NOCHE,B,Expedicion,396,4,263,0,no,,OP042
75035,2023-09-07,tarde,B ,mecanizado,287,14,309,0,no,,OP043
20198,2023-01-13,tarde,C,control_calidad,585,49,267,0,0,,OP049
51879,2023-02-21,mañana,A,control_calidad,473,35,229,5,1,fallo_maquina,OP014
21629,28-09-2024,noche,C,corte,343,6,469,0,no,,OP070
97821,2024-06-04,Mañana,A,expedicion ,434,8,230,0,No,,OP065
54007,2023-02-06,tarde,B,tratamiento_termico,421,19,346,0,No,,OP012
44761,2023-03-09,noche,C,tratamiento_termico,215,7,357,0,no,,op054
18885,10.08.2023,noche,A,expedicion,319,5,261,0,no,,OP010
24160,10-10-2023,tarde,B,tratamiento_termico,341,14,440,110,si,falta_material,OP020
16310,2024-10-02,tare,,expedicion,414,,255,0,no,,OP067
65004,2024-03-15,  NOCHE,B ,control_calidad,367,37,396,0,no,,OP007
64266,2023-12-19,  tarde,,expedicion,451,13,214,0,NO,,OP001
59638,20240616,tarde,C,mecanizado,360,14,343,0,n,,OP013
59197,2023-08-05,tarde,C,corte,378,11,405,0,0,,OP057 
72847,2024-08-14,noche,C,expedicion,341,5,269,0,NO,,OP012
85766,2023-12-14,noche,A,tratamiento_termico,345,12,325,0,NO,,OP032
39567,2023/08/09,mañana,A,cortte,362,12,435,0,No,,OP045 
19661,2024-03-23,mañana,A,corte ,403,10,433,0,0,,OP067
14379,2024-07-08,tarde,C,control_calidad,410,30,285,0,no,,OP021
51774,2023-08-11,noche,B,mecanizado,196,13,525,0,n,,OP003
23726,2024-04-05,mañana,b,mecanizdo,279,11,386,0,0,,OP028
32296,2024-08-24,mañana,C,Mecanizado,265,16,464,0,no,,
31090,2024-01-08,maana,B,tratamiento_termico,316,12,314,0,No,, OP027
81702,2023-05-15,noche,A,corte,310,6,453,0,n,,OP026
22203,2024-11-04, mañana,A,corte,215,10,524,0,no,,OP065
90431,2023-09-09,mañana,B,tratamiento_termico,340,13,388,67,sí,falta_material,OP010
14062,2024-08-19,mañana,C,expediccion,309,13,314,0,no,mantenimiento,OP037
95673,2023-01-27,tarde,C,expedicion,361,3,262,0,n,,OP026
66911,2024-05-22, mañana,AA,corte,441,17,444,16,yes,fallo_maquina ,OP006
23272,2024-01-20,tarde,C,corte,420,10,476,0,No,,OP030
34901,2024-03-27,mañana,A,corte,358,8,425,0,no,,OP018
82628,2023/03/23,mañana,A,tratamiento_termico,389,17,350,15,S,Mantenimiento,OP002
80795,13-03-2023,mañana,A,mecanizado,314,17,,1,1,mantenimiento,OP077
46899,2024-09-22,noche,B,control_calidad,533,48,286,0,NO,,op074
22571,12-02-2024,mañana,A,Expedicion,380,12,234,6,yes,fallo_maquina,OP5
84943,2023-04-13,noche,C,mecanizado,296,15,420,0,No,falta_material,OP012
74349,2024-02-29,mañana,A,mecaniado ,400,25,372,0,No,,op041
57294,2023-04-15,noche,B,tratamiento_termico,282,12,401,0,no,,OP029
25650,2024-01-05,noche,B,tratamiento_termico,273,8,414,7,0,,OP013
96772,2024-09-10,noche,C,control_calidad,414,,394,25,SI,Error_operario,OP 046
72957,2024-11-08,noche,BC,Expedicion,417,10,196,0,0,,OP022
13373,2024-07-23,mañaña,AA,tratamiento_termico,354,14,361,15,yes,error_operario,OP015
93648,2023-08-12,tarde,B,expedicion,459,7,252,0,n,,OP061
20739,2024-04-04,noche,B,corte,411,12,451,0,NO,,OP015
25139,22-07-2023,tarde,A,Corte,425,8,406,0,No,,OP033
62096,2023/01/29,mañana,B,corte,472,13,350,34,yes,error_operario,OP025
96643,2024-09-25,mañana,C,expedicion,484,5,257,0,No,,OP049
94130,2024-05-06,tarde,B,tratamiento_termico,358,20,300,54,si,falta material,
