id_registro;fecha;turno;linea_produccion;fase;unidades_producidas;unidades_defectuosas;tiempo_produccion_min;tiempo_parada_min;hubo_parada;motivo_parada;operario_id;registro_con_errores
65994;06/09/2024;mañana;B;expedicion;503;8;262;0;FALSO;;OP002;FALSO
16145;04/01/2024;tarde;C;control_calidad;;;285;56;VERDADERO;error_operario;OP062;FALSO
94320;24/05/2024;noche;A;tratamiento_termico;321;11;404;45;VERDADERO;fallo_maquina;OP044;FALSO
49306;16/12/2024;mañana;A;control_calidad;351;15;329;0;FALSO;;OP062;FALSO
80507;02/06/2023;mañana;C;corte;513;18;425;0;FALSO;;;FALSO
39536;23/02/2024;noche;B;expedicion;323;14;331;0;FALSO;;OP039;FALSO
39536;23/02/2024;noche;B;expedicion;323;14;331;0;FALSO;;OP039;FALSO
28920;20/05/2024;mañana;B;mecanizado;326;22;388;0;FALSO;;OP071;FALSO
17552;24/08/2023;noche;B;tratamiento_termico;356;19;363;0;FALSO;;OP064;FALSO
64592;12/11/2024;noche;A;mecanizado;242;18;482;21;VERDADERO;error_operario;OP017;FALSO
27575;26/03/2023;tarde;C;corte;370;11;469;0;FALSO;;OP040;FALSO
43422;12/03/2023;noche;A;tratamiento_termico;283;10;374;0;FALSO;;OP079;FALSO
94765;10/10/2024;tarde;C;expedicion;467;8;246;0;FALSO;;OP061;FALSO
68954;14/05/2023;noche;B;mecanizado;233;13;485;130;VERDADERO;fallo_maquina;OP028;FALSO
22119;28/09/2023;tarde;B;corte;331;10;550;0;FALSO;;OP060;FALSO
59436;30/05/2024;noche;C;expedicion;313;11;456;91;VERDADERO;falta_material;OP047;FALSO
59436;30/05/2024;noche;C;expedicion;313;11;456;91;VERDADERO;falta_material;OP047;FALSO
89026;02/07/2023;tarde;B;mecanizado;353;20;356;75;VERDADERO;mantenimiento;OP015;FALSO
87015;19/07/2024;tarde;B;expedicion;436;12;292;0;FALSO;;OP044;FALSO
83249;19/05/2024;tarde;B;tratamiento_termico;291;18;381;0;FALSO;;OP072;FALSO
37379;18/03/2024;mañana;C;control_calidad;399;37;307;13;VERDADERO;falta_material;OP040;FALSO
53642;27/02/2024;noche;A;expedicion;455;12;259;0;FALSO;;;FALSO
12009;05/11/2024;mañana;B;corte;364;14;498;0;FALSO;;OP005;FALSO
34906;18/07/2023;tarde;A;expedicion;532;9;270;0;FALSO;;OP061;FALSO
25376;29/11/2024;mañana;B;corte;421;8;515;13;VERDADERO;fallo_maquina;OP053;FALSO
89220;19/07/2023;noche;B;control_calidad;336;23;361;0;FALSO;;OP034;FALSO
82362;29/03/2024;noche;C;expedicion;406;7;265;0;FALSO;;OP045;FALSO
47101;21/06/2024;mañana;A;tratamiento_termico;278;11;305;0;FALSO;;OP068;FALSO
79946;15/08/2023;tarde;A;control_calidad;575;39;294;0;FALSO;;OP019;FALSO
77215;25/04/2023;mañana;C;control_calidad;317;19;427;31;VERDADERO;error_operario;OP069;FALSO
71080;14/06/2024;tarde;C;expedicion;369;6;173;0;FALSO;;;FALSO
51973;17/12/2024;mañana;;mecanizado;299;20;421;19;VERDADERO;falta_material;OP047;FALSO
58589;15/04/2023;mañana;;expedicion;354;0;228;0;FALSO;;OP006;FALSO
15992;31/01/2023;tarde;A;control_calidad;312;11;425;0;FALSO;;OP002;FALSO
39002;19/03/2024;tarde;C;tratamiento_termico;357;20;347;4;FALSO;;OP0071;FALSO
12125;20/09/2023;mañana;C;expedicion;382;8;234;0;FALSO;;;FALSO
86550;02/10/2024;tarde;C;corte;285;15;328;0;FALSO;;;FALSO
64732;20/07/2023;noche;C;mecanizado;232;6;480;;VERDADERO;mantenimiento;OP046;FALSO
35715;19/04/2024;mañana;C;mecanizado;356;16;397;26;VERDADERO;fallo_maquina;OP005;FALSO
59786;26/02/2023;mañana;A;corte;406;16;597;0;FALSO;;OP063;FALSO
42208;03/06/2023;noche;C;expedicion;369;14;311;0;FALSO;;OP066;FALSO
95800;11/04/2023;mañana;A;control_calidad;524;48;299;11;VERDADERO;mantenimiento;OP074;FALSO
54245;07/11/2023;noche;A;tratamiento_termico;;;369;12;VERDADERO;mantenimiento;OP066;FALSO
54245;07/11/2023;noche;A;tratamiento_termico;;;369;12;VERDADERO;mantenimiento;OP066;FALSO
74044;12/02/2023;tarde;B;tratamiento_termico;384;14;336;0;FALSO;;OP066;FALSO
94108;06/06/2023;tarde;B;control_calidad;420;37;271;0;FALSO;;;FALSO
70401;22/09/2024;tarde;B;mecanizado;310;13;353;0;FALSO;;OP014;FALSO
56160;07/03/2024;tarde;B;mecanizado;217;;358;0;FALSO;;OP003;FALSO
81636;06/06/2023;noche;B;corte;339;9;586;0;FALSO;;OP007;FALSO
17698;27/07/2024;tarde;A;expedicion;481;6;224;10;VERDADERO;falta_material;OP061;FALSO
19742;12/04/2024;mañana;B;expedicion;359;12;462;93;VERDADERO;falta_material;OP004;FALSO
97584;03/09/2024;mañana;A;mecanizado;326;13;399;86;VERDADERO;error_operario;OP032;FALSO
10836;30/08/2023;noche;A;corte;340;12;507;0;FALSO;;OP053;FALSO
92667;19/05/2023;noche;C;mecanizado;230;10;412;21;VERDADERO;falta_material;OP036;FALSO
29795;20/06/2023;tarde;B;expedicion;512;7;175;0;FALSO;;OP035;FALSO
97392;11/11/2024;noche;B;mecanizado;216;11;485;4;VERDADERO;mantenimiento;OP027;FALSO
73334;17/06/2024;noche;A;expedicion;240;6;345;0;FALSO;;OP052;FALSO
12061;16/04/2024;noche;A;mecanizado;249;7;484;0;FALSO;;OP033;FALSO
12192;08/08/2024;tarde;C;tratamiento_termico;329;21;371;0;FALSO;;OP034;FALSO
46010;02/05/2024;noche;A;control_calidad;508;42;307;0;FALSO;;OP052;FALSO
47576;21/03/2023;tarde;B;expedicion;424;13;230;0;FALSO;;OP047;FALSO
33496;02/11/2023;noche;A;expedicion;310;7;228;0;FALSO;;OP031;FALSO
22624;30/03/2024;mañana;B;control_calidad;427;41;285;3;VERDADERO;mantenimiento;OP054;FALSO
41584;07/03/2024;mañana;;control_calidad;441;39;263;26;VERDADERO;error_operario;OP071;FALSO
79003;19/03/2023;mañana;C;control_calidad;488;24;248;0;FALSO;;OP074;FALSO
56457;16/10/2023;noche;A;tratamiento_termico;354;10;381;0;FALSO;;OP068;FALSO
62022;27/02/2024;tarde;C;corte;333;5;546;23;VERDADERO;mantenimiento;OP041;FALSO
41877;17/10/2024;mañana;A;expedicion;419;5;217;0;FALSO;;;FALSO
39603;06/07/2024;noche;B;tratamiento_termico;;9;393;0;FALSO;;OP031;FALSO
20566;07/01/2024;tarde;B;expedicion;481;7;233;0;FALSO;;OP067;FALSO
95182;25/12/2023;noche;B;expedicion;400;11;316;0;FALSO;;OP048;FALSO
22255;04/07/2024;mañana;C;corte;492;11;619;0;FALSO;;OP009;FALSO
32463;06/09/2024;tarde;B;tratamiento_termico;382;20;425;0;FALSO;;OP020;FALSO
66873;29/07/2023;noche;A;expedicion;294;7;257;25;VERDADERO;falta_material;OP068;FALSO
53420;14/05/2023;noche;C;tratamiento_termico;214;14;353;0;FALSO;;OP071;FALSO
53420;14/05/2023;noche;C;tratamiento_termico;214;14;353;0;FALSO;;OP071;FALSO
22499;27/08/2024;mañana;A;corte;365;10;312;0;FALSO;;OP063;FALSO
22499;27/08/2024;mañana;A;corte;365;10;312;0;FALSO;;OP063;FALSO
15577;13/07/2023;mañana;A;mecanizado;306;18;462;75;VERDADERO;error_operario;OP048;FALSO
84289;25/06/2023;noche;C;mecanizado;261;17;339;13;VERDADERO;error_operario;OP030;FALSO
16102;26/03/2023;tarde;B;corte;483;18;520;0;FALSO;;OP008;FALSO
16102;26/03/2023;tarde;B;corte;483;18;520;0;FALSO;;OP008;FALSO
99709;09/05/2024;tarde;B;mecanizado;285;9;475;23;VERDADERO;mantenimiento;OP043;FALSO
14312;16/04/2024;noche;B;expedicion;539;8;199;0;FALSO;;OP009;FALSO
51220;30/04/2024;mañana;C;corte;417;10;573;0;FALSO;;OP080;FALSO
62205;21/10/2023;mañana;A;tratamiento_termico;345;13;383;68;VERDADERO;falta_material;;FALSO
49226;06/08/2024;tarde;B;mecanizado;383;16;431;0;FALSO;;OP034;FALSO
41519;13/09/2023;noche;B;expedicion;380;5;235;0;FALSO;;OP011;FALSO
61007;20/04/2023;tarde;C;expedicion;514;11;253;0;FALSO;;OP026;FALSO
80852;15/12/2023;mañana;B;tratamiento_termico;374;16;328;0;FALSO;;OP043;FALSO
28343;21/08/2024;noche;B;expedicion;432;15;288;8;VERDADERO;falta_material;;FALSO
20279;27/02/2024;mañana;C;corte;474;9;403;56;VERDADERO;error_operario;OP052;FALSO
55332;19/04/2024;noche;C;tratamiento_termico;281;14;359;0;FALSO;;OP041;FALSO
67290;08/04/2023;mañana;A;tratamiento_termico;263;10;425;0;FALSO;;OP002;FALSO
19963;15/09/2023;tarde;A;mecanizado;;;466;0;FALSO;;OP057;FALSO
90460;25/09/2024;mañana;C;expedicion;378;15;420;0;FALSO;;OP039;FALSO
61996;13/05/2024;mañana;C;tratamiento_termico;286;13;349;22;VERDADERO;mantenimiento;OP003;FALSO
52778;19/05/2024;mañana;B;corte;288;11;424;0;FALSO;;OP069;FALSO
69054;12/06/2024;noche;;mecanizado;270;13;510;137;VERDADERO;mantenimiento;OP055;FALSO
56636;23/11/2023;noche;A;control_calidad;446;32;;0;FALSO;;OP039;FALSO
59207;14/02/2024;tarde;C;control_calidad;472;40;274;52;VERDADERO;falta_material;OP071;FALSO
99088;15/01/2024;mañana;A;tratamiento_termico;368;17;368;0;FALSO;;OP013;FALSO
59816;24/08/2023;noche;B;corte;275;9;552;24;VERDADERO;fallo_maquina;OP019;FALSO
91083;29/05/2024;noche;A;mecanizado;285;14;572;0;FALSO;;OP057;FALSO
20752;14/03/2023;noche;;corte;333;11;475;14;VERDADERO;falta_material;OP075;FALSO
59807;05/06/2024;mañana;B;tratamiento_termico;373;13;286;81;VERDADERO;mantenimiento;OP070;FALSO
93086;06/03/2023;noche;B;mecanizado;255;11;507;0;FALSO;;OP003;FALSO
61068;29/07/2023;mañana;B;corte;275;12;461;1;VERDADERO;falta_material;OP047;FALSO
23965;28/04/2024;mañana;A;expedicion;560;11;250;0;FALSO;;OP010;FALSO
50405;19/08/2024;noche;B;control_calidad;577;47;344;0;FALSO;;OP028;FALSO
45358;12/04/2024;mañana;C;corte;354;7;472;0;FALSO;;OP011;FALSO
21442;27/04/2023;noche;C;tratamiento_termico;275;8;426;0;FALSO;;OP066;FALSO
68830;06/07/2024;mañana;C;tratamiento_termico;432;11;361;0;FALSO;;OP073;FALSO
77166;06/03/2024;mañana;A;corte;340;5;491;0;FALSO;;OP045;FALSO
13442;06/02/2023;noche;C;control_calidad;500;42;321;0;FALSO;;OP018;FALSO
82642;24/05/2023;tarde;C;corte;396;12;448;21;VERDADERO;mantenimiento;OP036;FALSO
88386;19/07/2024;tarde;B;tratamiento_termico;285;7;311;0;FALSO;;OP071;FALSO
60493;29/05/2024;mañana;A;corte;353;13;465;0;FALSO;;OP049;FALSO
21101;24/06/2024;noche;A;tratamiento_termico;264;10;498;0;FALSO;;OP016;FALSO
83339;28/02/2023;tarde;B;mecanizado;263;11;468;116;VERDADERO;mantenimiento;OP020;FALSO
41816;10/03/2023;mañana;A;control_calidad;498;51;275;0;FALSO;;OP010;FALSO
32227;24/03/2024;mañana;B;control_calidad;265;12;414;57;VERDADERO;falta_material;OP035;FALSO
32216;04/12/2023;tarde;B;mecanizado;331;12;561;1;VERDADERO;falta_material;OP005;FALSO
49469;30/08/2024;tarde;C;tratamiento_termico;344;15;376;0;FALSO;;OP066;FALSO
29127;05/08/2023;tarde;A;control_calidad;517;53;280;0;FALSO;;OP032;FALSO
66973;01/09/2023;noche;;expedicion;394;10;231;0;FALSO;;OP076;FALSO
49289;29/10/2024;mañana;A;mecanizado;343;19;408;0;FALSO;;OP026;FALSO
20082;21/09/2024;mañana;C;control_calidad;;9;329;0;FALSO;;OP014;FALSO
42321;28/02/2023;tarde;A;expedicion;423;6;217;0;FALSO;;OP059;FALSO
35630;22/04/2023;tarde;C;tratamiento_termico;302;18;372;19;VERDADERO;fallo_maquina;OP051;FALSO
27758;05/10/2023;noche;A;control_calidad;460;34;277;0;FALSO;;OP003;FALSO
61864;28/06/2024;mañana;C;tratamiento_termico;288;19;355;0;FALSO;;OP054;FALSO
91289;22/11/2023;mañana;;tratamiento_termico;329;13;385;0;FALSO;;OP075;FALSO
91289;22/11/2023;mañana;;tratamiento_termico;329;13;385;0;FALSO;;OP075;FALSO
53193;22/05/2023;tarde;A;tratamiento_termico;328;14;423;0;FALSO;;OP044;FALSO
66441;12/09/2023;mañana;A;expedicion;538;15;233;0;FALSO;;OP080;FALSO
66441;12/09/2023;mañana;A;expedicion;538;15;233;0;FALSO;;OP080;FALSO
95332;22/08/2023;mañana;A;mecanizado;354;23;358;14;VERDADERO;falta_material;OP078;FALSO
27842;11/07/2024;noche;A;expedicion;371;12;269;0;FALSO;;OP036;FALSO
89064;06/08/2024;mañana;A;tratamiento_termico;292;17;421;0;FALSO;;OP047;FALSO
33283;29/11/2023;noche;A;expedicion;416;10;245;0;FALSO;;OP053;FALSO
33283;29/11/2023;noche;A;expedicion;416;10;245;0;FALSO;;OP053;FALSO
51830;15/03/2024;mañana;C;tratamiento_termico;341;11;333;0;FALSO;;OP034;FALSO
85481;31/07/2024;noche;A;control_calidad;502;35;310;3;VERDADERO;error_operario;OP0038;FALSO
52714;04/07/2024;tarde;B;mecanizado;351;16;380;0;FALSO;;OP067;FALSO
61502;15/01/2023;mañana;B;mecanizado;251;15;526;0;FALSO;;;FALSO
83905;14/08/2023;noche;A;expedicion;286;11;340;0;FALSO;;OP032;FALSO
81516;12/08/2024;noche;A;tratamiento_termico;245;5;316;26;VERDADERO;error_operario;OP069;FALSO
37479;18/10/2023;noche;C;control_calidad;493;37;380;0;FALSO;;OP063;FALSO
48185;28/05/2024;mañana;B;control_calidad;495;32;312;0;FALSO;;OP078;FALSO
19064;03/12/2024;mañana;A;mecanizado;317;18;415;0;FALSO;;OP004;FALSO
63627;22/05/2023;mañana;B;mecanizado;309;16;398;0;FALSO;;OP035;FALSO
28242;08/01/2023;tarde;A;corte;459;11;467;0;FALSO;;OP058;FALSO
41722;19/03/2024;tarde;B;tratamiento_termico;361;9;414;0;FALSO;;OP042;FALSO
30203;04/07/2024;noche;C;mecanizado;255;11;488;28;VERDADERO;falta_material;OP006;FALSO
59412;26/11/2024;noche;C;corte;317;7;578;0;FALSO;fallo_maquina;OP012;FALSO
88372;03/08/2024;mañana;A;corte;376;14;438;0;FALSO;;OP042;FALSO
62534;31/12/2023;tarde;A;control_calidad;384;31;294;0;FALSO;;OP0058;FALSO
64827;02/04/2023;tarde;B;control_calidad;340;27;423;0;FALSO;;OP069;FALSO
57124;25/05/2023;noche;A;expedicion;305;9;262;0;FALSO;;OP078;FALSO
21138;21/05/2024;mañana;C;mecanizado;261;7;390;0;FALSO;;OP047;FALSO
42536;27/01/2024;tarde;;mecanizado;295;16;364;0;FALSO;;OP046;FALSO
56531;12/05/2023;noche;B;corte;318;12;524;0;FALSO;;OP036;FALSO
90304;21/12/2023;tarde;C;mecanizado;292;15;467;0;FALSO;;OP018;FALSO
94545;25/01/2023;tarde;C;tratamiento_termico;224;13;338;0;FALSO;;OP063;FALSO
94545;25/01/2023;tarde;C;tratamiento_termico;224;13;338;0;FALSO;;OP063;FALSO
94545;25/01/2023;tarde;C;tratamiento_termico;224;13;338;0;FALSO;;OP063;FALSO
62378;05/11/2023;mañana;B;corte;381;12;522;0;FALSO;;OP032;FALSO
53463;13/09/2024;tarde;A;mecanizado;164;6;448;143;VERDADERO;error_operario;OP021;FALSO
66420;05/12/2023;tarde;A;expedicion;466;7;208;0;FALSO;;OP077;FALSO
22924;14/12/2024;tarde;A;expedicion;314;29;324;0;FALSO;error_operario;OP042;FALSO
76935;14/07/2023;mañana;B;mecanizado;304;10;388;0;FALSO;;OP001;FALSO
83137;28/03/2024;noche;A;corte;329;10;453;0;FALSO;;OP008;FALSO
85397;10/02/2023;noche;A;mecanizado;222;7;399;0;FALSO;;OP037;FALSO
59036;04/11/2024;mañana;B;control_calidad;488;32;315;0;FALSO;;OP0053;FALSO
99070;31/10/2023;mañana;B;mecanizado;285;12;421;0;FALSO;;OP064;FALSO
75597;05/01/2024;noche;B;mecanizado;326;19;435;242;VERDADERO;fallo_maquina;OP012;FALSO
13219;05/04/2023;tarde;C;mecanizado;314;16;329;0;FALSO;;OP055;FALSO
21253;20/11/2024;tarde;A;corte;550;13;477;0;FALSO;;OP070;FALSO
28569;25/05/2024;noche;A;tratamiento_termico;380;19;462;0;FALSO;;OP029;FALSO
54966;10/10/2024;noche;A;expedicion;455;6;244;0;FALSO;;OP022;FALSO
37114;30/05/2023;mañana;C;tratamiento_termico;267;13;343;0;FALSO;;OP022;FALSO
55652;17/07/2023;mañana;C;control_calidad;493;47;354;0;FALSO;;OP012;FALSO
67431;29/05/2024;noche;C;expedicion;443;7;246;0;FALSO;;OP003;FALSO
49356;02/10/2023;noche;A;mecanizado;261;12;583;153;VERDADERO;fallo_maquina;OP021;FALSO
25084;11/01/2024;mañana;A;tratamiento_termico;406;12;369;0;FALSO;;OP009;FALSO
98754;06/01/2023;noche;C;control_calidad;376;26;320;0;FALSO;;OP068;FALSO
41970;07/05/2024;mañana;C;control_calidad;471;46;319;160;VERDADERO;fallo_maquina;OP005;FALSO
83380;25/12/2023;tarde;B;corte;417;14;365;0;FALSO;;OP068;FALSO
70562;14/04/2023;mañana;C;control_calidad;570;46;267;0;FALSO;falta_material;OP013;FALSO
63090;18/03/2024;mañana;A;tratamiento_termico;267;9;307;0;FALSO;;OP047;FALSO
34430;11/11/2024;tarde;A;expedicion;313;4;237;0;FALSO;;OP033;FALSO
66640;01/11/2024;mañana;B;tratamiento_termico;280;12;268;0;FALSO;;OP057;FALSO
90492;21/05/2023;mañana;C;mecanizado;352;19;469;4;VERDADERO;fallo_maquina;OP050;FALSO
68926;31/01/2023;tarde;A;tratamiento_termico;325;14;368;40;VERDADERO;falta_material;OP057;FALSO
60965;07/10/2024;mañana;;tratamiento_termico;376;11;379;0;FALSO;;OP067;FALSO
18200;08/03/2024;tarde;A;corte;472;14;392;3;VERDADERO;fallo_maquina;OP057;FALSO
80371;02/03/2023;tarde;C;expedicion;383;5;217;0;FALSO;;OP022;FALSO
52727;14/12/2023;noche;A;tratamiento_termico;;9;361;0;FALSO;;OP068;FALSO
24936;24/11/2024;noche;B;control_calidad;387;39;280;0;FALSO;;OP059;FALSO
74157;20/08/2023;tarde;B;corte;331;10;428;0;FALSO;;OP018;FALSO
74157;20/08/2023;tarde;B;corte;331;10;428;0;FALSO;;OP018;FALSO
93769;18/12/2023;tarde;A;control_calidad;375;23;418;0;FALSO;;OP047;FALSO
86939;03/07/2023;tarde;C;tratamiento_termico;358;6;345;0;FALSO;;OP023;FALSO
56135;28/03/2024;tarde;B;expedicion;333;8;213;0;FALSO;;OP008;FALSO
90918;28/10/2024;noche;B;expedicion;338;9;296;0;FALSO;;OP034;FALSO
48986;03/02/2024;mañana;C;mecanizado;330;17;361;0;FALSO;;;FALSO
87354;10/01/2023;tarde;B;corte;425;11;;416;VERDADERO;fallo_maquina;OP062;FALSO
27556;07/06/2024;mañana;A;control_calidad;564;44;235;0;FALSO;;OP080;FALSO
41270;08/04/2024;tarde;A;tratamiento_termico;246;7;356;0;FALSO;;OP032;FALSO
33992;29/12/2023;mañana;B;expedicion;312;5;241;0;FALSO;;OP078;FALSO
64819;15/10/2023;tarde;A;control_calidad;530;37;325;0;FALSO;;OP055;FALSO
85340;23/11/2024;tarde;B;corte;435;9;519;0;FALSO;;OP040;FALSO
34347;14/05/2023;tarde;A;expedicion;519;11;252;0;FALSO;;OP059;FALSO
80435;03/03/2024;tarde;B;mecanizado;273;14;525;0;FALSO;;OP043;FALSO
94575;18/07/2024;noche;C;corte;344;6;507;14;VERDADERO;fallo_maquina;OP080;FALSO
32706;15/06/2023;noche;B;expedicion;404;5;206;11;VERDADERO;mantenimiento;OP057;FALSO
57059;04/03/2023;tarde;A;tratamiento_termico;314;8;368;1;VERDADERO;fallo_maquina;OP012;FALSO
73518;01/12/2024;mañana;B;control_calidad;454;38;285;0;FALSO;;OP049;FALSO
60324;02/08/2023;noche;B;expedicion;390;10;282;12;VERDADERO;falta_material;OP048;FALSO
76248;19/05/2023;mañana;A;corte;419;10;449;0;FALSO;;OP033;FALSO
63626;26/03/2024;tarde;A;tratamiento_termico;276;21;412;9;VERDADERO;fallo_maquina;OP033;FALSO
64477;09/04/2024;mañana;A;tratamiento_termico;366;8;352;0;FALSO;;OP047;FALSO
68176;19/01/2024;tarde;C;corte;464;18;534;0;FALSO;;OP011;FALSO
20835;24/12/2024;tarde;B;tratamiento_termico;419;12;417;31;VERDADERO;falta_material;OP022;FALSO
38905;22/06/2024;noche;B;corte;312;8;523;0;FALSO;;OP039;FALSO
46025;22/08/2023;mañana;B;expedicion;486;9;265;0;FALSO;;OP005;FALSO
47836;20/11/2024;tarde;C;control_calidad;492;41;277;11;VERDADERO;fallo_maquina;OP063;FALSO
69942;13/11/2024;mañana;B;expedicion;426;7;176;11;VERDADERO;falta_material;OP046;FALSO
74921;24/11/2024;tarde;C;corte;475;12;534;0;FALSO;;OP048;FALSO
24838;13/08/2023;tarde;A;tratamiento_termico;310;14;343;0;FALSO;;OP011;FALSO
58085;26/12/2024;mañana;B;expedicion;441;8;267;0;FALSO;;OP002;FALSO
15453;03/04/2023;noche;;corte;351;13;492;0;FALSO;;OP025;FALSO
67850;28/12/2023;tarde;B;expedicion;418;11;;0;FALSO;;OP061;FALSO
65725;28/06/2023;tarde;B;tratamiento_termico;332;14;381;0;FALSO;;OP020;FALSO
95678;15/03/2024;tarde;C;corte;338;15;456;0;FALSO;;OP021;FALSO
95678;15/03/2024;tarde;C;corte;338;15;456;0;FALSO;;OP021;FALSO
49021;03/08/2023;tarde;A;expedicion;390;10;242;0;FALSO;;OP066;FALSO
14224;17/09/2024;mañana;C;corte;323;7;499;0;FALSO;;OP026;FALSO
55688;03/04/2024;tarde;A;tratamiento_termico;;;372;0;FALSO;;OP009;FALSO
55688;03/04/2024;tarde;A;tratamiento_termico;;;372;0;FALSO;;OP009;FALSO
21401;29/09/2024;tarde;B;expedicion;535;9;248;0;FALSO;;OP016;FALSO
25386;02/04/2023;noche;B;tratamiento_termico;345;12;314;1;VERDADERO;falta_material;OP035;FALSO
87060;23/03/2024;tarde;C;corte;450;10;546;0;FALSO;;OP066;FALSO
89988;09/01/2024;tarde;B;corte;347;7;460;0;FALSO;;OP042;FALSO
31755;12/02/2023;noche;C;mecanizado;287;21;485;0;FALSO;;OP074;FALSO
37082;29/03/2024;mañana;B;tratamiento_termico;289;7;380;0;FALSO;;OP001;FALSO
17780;18/07/2023;tarde;B;control_calidad;524;36;346;0;FALSO;;OP044;FALSO
79767;04/09/2023;mañana;C;tratamiento_termico;325;18;436;0;FALSO;;OP023;FALSO
80617;22/05/2024;mañana;C;corte;411;6;475;0;FALSO;;OP002;FALSO
45041;10/10/2023;mañana;B;tratamiento_termico;321;16;368;0;FALSO;;OP070;FALSO
77425;11/03/2023;noche;A;expedicion;406;8;245;0;FALSO;;OP041;FALSO
99037;30/11/2024;mañana;C;control_calidad;407;30;324;0;FALSO;;OP068;FALSO
99037;30/11/2024;mañana;C;control_calidad;407;30;324;0;FALSO;;OP068;FALSO
27771;26/07/2023;tarde;A;control_calidad;610;51;319;4;FALSO;;OP053;FALSO
63948;30/09/2024;tarde;A;control_calidad;517;45;;0;FALSO;;OP016;FALSO
46349;05/06/2024;tarde;B;control_calidad;565;42;229;0;FALSO;;OP005;FALSO
26631;30/03/2024;tarde;B;mecanizado;322;11;405;48;VERDADERO;fallo_maquina;OP035;FALSO
27392;16/12/2023;noche;B;control_calidad;421;42;349;0;FALSO;;OP023;FALSO
52217;14/06/2024;tarde;B;expedicion;387;6;222;0;FALSO;;OP015;FALSO
98635;10/07/2024;mañana;B;control_calidad;486;;267;20;FALSO;;OP065;FALSO
28634;20/03/2024;mañana;B;control_calidad;526;46;267;0;FALSO;;OP027;FALSO
45221;04/01/2024;tarde;B;tratamiento_termico;324;14;406;0;FALSO;;OP026;FALSO
59174;20/04/2024;mañana;C;mecanizado;388;21;440;44;VERDADERO;error_operario;OP024;FALSO
93050;19/12/2023;tarde;B;mecanizado;343;18;414;80;VERDADERO;falta_material;OP012;FALSO
22202;17/08/2023;noche;B;mecanizado;296;23;528;0;FALSO;;;FALSO
46467;02/09/2023;mañana;A;mecanizado;;2;387;0;FALSO;;OP079;FALSO
58374;25/01/2024;mañana;C;control_calidad;516;55;289;0;FALSO;;OP070;FALSO
73968;04/08/2023;tarde;C;expedicion;379;;296;0;FALSO;;OP038;FALSO
10324;21/03/2023;mañana;C;corte;464;20;435;0;FALSO;;OP027;FALSO
70089;29/08/2023;noche;A;tratamiento_termico;291;16;384;30;VERDADERO;error_operario;OP020;FALSO
56952;11/10/2024;tarde;A;control_calidad;428;39;331;0;FALSO;;OP076;FALSO
80048;24/07/2023;noche;C;mecanizado;310;11;382;77;VERDADERO;error_operario;OP029;FALSO
66314;01/07/2023;mañana;C;tratamiento_termico;386;14;;27;VERDADERO;error_operario;OP022;FALSO
47171;19/09/2023;mañana;C;tratamiento_termico;313;14;323;0;FALSO;;OP071;FALSO
47171;19/09/2023;mañana;C;tratamiento_termico;313;14;323;0;FALSO;;OP071;FALSO
85750;27/11/2024;mañana;B;corte;487;11;480;94;VERDADERO;error_operario;OP030;FALSO
73614;07/09/2024;mañana;C;mecanizado;273;11;404;0;FALSO;;OP037;FALSO
99463;26/11/2024;noche;B;expedicion;356;4;300;0;FALSO;fallo_maquina;OP004;FALSO
99463;26/11/2024;noche;B;expedicion;356;4;300;0;FALSO;fallo_maquina;OP004;FALSO
99463;26/11/2024;noche;B;expedicion;356;4;300;0;FALSO;fallo_maquina;OP004;FALSO
99463;26/11/2024;noche;B;expedicion;356;4;300;0;FALSO;fallo_maquina;OP004;FALSO
16021;26/02/2024;mañana;A;corte;329;7;584;0;FALSO;;OP043;FALSO
70238;08/05/2023;mañana;A;tratamiento_termico;332;8;352;3;VERDADERO;falta_material;OP002;FALSO
10088;26/04/2024;mañana;A;mecanizado;291;16;480;59;VERDADERO;falta_material;OP001;FALSO
66072;19/01/2023;noche;B;control_calidad;395;33;287;6;VERDADERO;mantenimiento;OP059;FALSO
27290;13/12/2023;tarde;C;expedicion;459;9;240;0;FALSO;;OP051;FALSO
27290;13/12/2023;tarde;C;expedicion;459;9;240;0;FALSO;;OP051;FALSO
49566;06/09/2024;tarde;;corte;383;14;554;0;FALSO;;OP063;FALSO
45916;10/10/2023;tarde;B;corte;455;13;493;0;FALSO;;OP030;FALSO
57242;04/12/2024;tarde;B;expedicion;560;10;277;1;VERDADERO;falta_material;OP055;FALSO
58738;15/06/2023;mañana;C;control_calidad;474;36;317;0;FALSO;;OP060;FALSO
95054;02/02/2023;tarde;C;tratamiento_termico;353;14;303;0;FALSO;;OP009;FALSO
61949;20/06/2023;noche;C;mecanizado;288;17;472;17;FALSO;;OP045;FALSO
40689;21/04/2024;mañana;B;control_calidad;504;33;288;27;FALSO;;OP080;FALSO
21953;09/11/2023;noche;A;mecanizado;254;15;456;0;FALSO;;OP006;FALSO
10142;20/06/2024;mañana;C;tratamiento_termico;437;14;342;50;VERDADERO;error_operario;;FALSO
20215;19/10/2024;mañana;B;tratamiento_termico;278;9;377;0;FALSO;;OP032;FALSO
39647;27/11/2023;noche;A;expedicion;444;8;277;0;FALSO;;OP001;FALSO
68335;21/01/2023;mañana;A;corte;436;15;457;0;FALSO;;OP001;FALSO
