id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id,fecha_carga,registro_con_errores
73201,2024-06-13,noche,A,control_calidad,304,18,338,10,t,error_operario,OP003,2026-04-27 18:34:50.227774,f
24184,2023-02-04,mañana,A,control_calidad,549,44,333,0,f,error_operario,OP061,2026-04-27 18:34:50.227774,f
82910,2023-07-07,tarde,B,expedicion,265,11,,0,f,,OP028,2026-04-27 18:34:50.227774,f
46512,2024-02-01,mañana,A,mecanizado,339,23,388,0,f,falta_material,OP042,2026-04-27 18:34:50.227774,f
66244,2024-04-11,noche,C,expedicion,429,7,257,0,f,,OP009,2026-04-27 18:34:50.227774,f
90981,2024-08-28,noche,C,mecanizado,214,7,520,68,t,desconocido,OP020,2026-04-27 18:34:50.227774,f
91490,2023-01-16,noche,C,corte,261,9,519,96,t,falta_material,OP027,2026-04-27 18:34:50.227774,f
94239,2023-01-07,tarde,A,tratamiento_termico,263,12,411,0,f,,OP031,2026-04-27 18:34:50.227774,f
89822,2023-04-26,noche,B,control_calidad,232,19,337,9,f,,OP068,2026-04-27 18:34:50.227774,f
89822,2023-04-26,noche,B,control_calidad,232,19,337,9,f,,OP068,2026-04-27 18:34:50.227774,f
45054,2023-10-12,mañana,C,expedicion,406,9,245,0,f,,OP001,2026-04-27 18:34:50.227774,f
50499,2024-10-07,mañana,C,corte,463,10,638,37,t,error_operario,OP071,2026-04-27 18:34:50.227774,f
50499,2024-10-07,mañana,C,corte,463,10,638,37,t,error_operario,OP071,2026-04-27 18:34:50.227774,f
56009,2024-06-23,mañana,A,expedicion,448,7,189,0,f,,OP054,2026-04-27 18:34:50.227774,f
56009,2024-06-23,mañana,A,expedicion,448,7,189,0,f,,OP054,2026-04-27 18:34:50.227774,f
62531,2023-10-03,noche,C,tratamiento_termico,260,1,449,0,f,falta_material,OP019,2026-04-27 18:34:50.227774,f
22026,2023-05-17,tarde,B,control_calidad,571,38,262,0,f,,OP003,2026-04-27 18:34:50.227774,f
38197,2024-06-06,mañana,C,control_calidad,435,33,340,0,f,,OP030,2026-04-27 18:34:50.227774,f
69460,2024-10-01,noche,A,expedicion,423,7,248,0,f,,OP033,2026-04-27 18:34:50.227774,f
58503,2024-07-31,mañana,B,control_calidad,519,41,306,0,f,,OP077,2026-04-27 18:34:50.227774,f
52517,2024-07-15,tarde,C,control_calidad,519,35,279,0,f,,OP039,2026-04-27 18:34:50.227774,f
84395,2023-09-15,mañana,A,mecanizado,364,8,466,,t,falta_material,OP039,2026-04-27 18:34:50.227774,f
20693,2024-06-08,noche,A,tratamiento_termico,277,10,402,0,f,,OP005,2026-04-27 18:34:50.227774,f
96761,2023-01-05,tarde,A,control_calidad,500,31,321,0,f,,OP038,2026-04-27 18:34:50.227774,f
89570,2023-09-21,mañana,A,control_calidad,458,44,256,21,t,fallo_maquina,OP010,2026-04-27 18:34:50.227774,f
77154,2023-11-14,tarde,C,tratamiento_termico,382,,310,0,f,,OP009,2026-04-27 18:34:50.227774,f
66349,2024-09-14,tarde,C,tratamiento_termico,335,15,375,28,t,fallo_maquina,OP033,2026-04-27 18:34:50.227774,f
98895,2023-01-02,noche,C,corte,302,10,501,0,f,,OP078,2026-04-27 18:34:50.227774,f
50425,2024-11-28,tarde,A,corte,492,12,436,0,f,,OP003,2026-04-27 18:34:50.227774,f
50425,2024-11-28,tarde,A,corte,492,12,436,0,f,,OP003,2026-04-27 18:34:50.227774,f
61807,2023-06-11,tarde,B,control_calidad,475,45,321,0,f,,OP025,2026-04-27 18:34:50.227774,f
17180,2024-06-03,noche,C,expedicion,384,6,232,0,f,,OP070,2026-04-27 18:34:50.227774,f
27987,2024-04-26,tarde,B,tratamiento_termico,338,13,246,22,t,mantenimiento,OP057,2026-04-27 18:34:50.227774,f
27987,2024-04-26,tarde,B,tratamiento_termico,338,13,246,22,t,mantenimiento,OP057,2026-04-27 18:34:50.227774,f
47938,2024-08-09,mañana,B,tratamiento_termico,345,17,400,0,f,,,2026-04-27 18:34:50.227774,f
73783,2024-04-29,tarde,A,expedicion,,,454,31,t,desconocido,OP0078,2026-04-27 18:34:50.227774,f
11013,2023-03-17,tarde,B,expedicion,451,,255,3,t,error_operario,OP031,2026-04-27 18:34:50.227774,f
66446,2024-10-18,noche,A,expedicion,422,8,286,0,f,,OP004,2026-04-27 18:34:50.227774,f
59834,2024-12-06,tarde,C,expedicion,433,7,245,0,f,,OP069,2026-04-27 18:34:50.227774,f
40161,2024-05-19,mañana,B,control_calidad,355,16,474,0,f,,OP043,2026-04-27 18:34:50.227774,f
40161,2024-05-19,mañana,B,control_calidad,355,16,474,0,f,,OP043,2026-04-27 18:34:50.227774,f
97562,2023-05-04,noche,C,mecanizado,292,22,387,84,t,falta_material,OP020,2026-04-27 18:34:50.227774,f
19447,2024-01-25,tarde,B,mecanizado,385,,,0,f,,OP052,2026-04-27 18:34:50.227774,f
70260,2023-11-06,noche,B,corte,334,12,423,0,f,,OP060,2026-04-27 18:34:50.227774,f
51033,2023-03-23,noche,C,tratamiento_termico,313,19,358,0,f,,OP042,2026-04-27 18:34:50.227774,f
85156,2024-02-10,mañana,B,mecanizado,300,22,431,0,f,,OP001,2026-04-27 18:34:50.227774,f
93904,2024-03-18,mañana,A,expedicion,436,6,221,0,f,fallo_maquina,OP042,2026-04-27 18:34:50.227774,f
25096,2024-04-16,noche,B,control_calidad,401,23,317,0,f,,OP006,2026-04-27 18:34:50.227774,f
52568,2024-12-06,noche,A,tratamiento_termico,367,12,347,12,t,error_operario,OP043,2026-04-27 18:34:50.227774,f
52568,2024-12-06,noche,A,tratamiento_termico,367,12,347,12,t,error_operario,OP043,2026-04-27 18:34:50.227774,f
57428,2023-06-04,noche,B,corte,323,7,537,1,t,error_operario,OP004,2026-04-27 18:34:50.227774,f
23875,2024-01-23,noche,C,tratamiento_termico,259,7,495,95,t,mantenimiento,OP017,2026-04-27 18:34:50.227774,f
87184,2024-01-11,tarde,A,corte,303,9,490,0,f,,OP066,2026-04-27 18:34:50.227774,f
50668,2024-07-08,noche,B,expedicion,371,8,307,10,f,,OP027,2026-04-27 18:34:50.227774,f
32037,2023-01-17,mañana,B,mecanizado,320,13,438,0,f,,OP021,2026-04-27 18:34:50.227774,f
92998,2023-03-07,noche,A,expedicion,342,6,253,0,f,,OP050,2026-04-27 18:34:50.227774,f
76840,2024-08-12,tarde,C,control_calidad,312,17,407,119,t,falta_material,OP073,2026-04-27 18:34:50.227774,f
55793,2023-01-04,noche,B,corte,367,15,491,0,f,error_operario,OP042,2026-04-27 18:34:50.227774,f
40968,2024-02-29,mañana,A,control_calidad,635,49,293,0,f,,OP066,2026-04-27 18:34:50.227774,f
88957,2024-06-08,mañana,C,corte,399,5,569,0,f,,OP075,2026-04-27 18:34:50.227774,f
95918,2024-05-02,noche,C,mecanizado,207,9,495,84,t,mantenimiento,OP060,2026-04-27 18:34:50.227774,f
92306,2023-11-03,mañana,B,mecanizado,278,13,433,0,f,,OP056,2026-04-27 18:34:50.227774,f
83889,2023-02-15,mañana,C,mecanizado,299,16,395,5,t,fallo_maquina,OP013,2026-04-27 18:34:50.227774,f
68838,2024-03-23,noche,A,corte,301,13,428,0,f,,OP065,2026-04-27 18:34:50.227774,f
83989,2024-10-18,tarde,B,control_calidad,451,45,347,0,f,,OP071,2026-04-27 18:34:50.227774,f
91857,2024-05-07,noche,B,corte,244,9,591,0,f,,OP068,2026-04-27 18:34:50.227774,f
92210,2023-05-31,tarde,,expedicion,477,8,194,0,f,,OP029,2026-04-27 18:34:50.227774,f
67640,2023-01-28,mañana,C,corte,,6,522,0,f,,OP071,2026-04-27 18:34:50.227774,f
67961,2023-09-23,tarde,B,expedicion,450,7,212,0,f,,OP027,2026-04-27 18:34:50.227774,f
46002,2024-09-08,noche,C,expedicion,306,13,429,0,f,,OP053,2026-04-27 18:34:50.227774,f
56129,2024-05-05,mañana,C,corte,406,11,513,0,f,,OP070,2026-04-27 18:34:50.227774,f
14929,2023-05-31,mañana,C,mecanizado,390,27,386,0,f,,OP006,2026-04-27 18:34:50.227774,f
47627,2024-06-07,noche,A,mecanizado,288,17,,0,f,,OP028,2026-04-27 18:34:50.227774,f
21835,2023-11-22,mañana,C,control_calidad,472,36,175,0,f,,OP066,2026-04-27 18:34:50.227774,f
76462,2024-05-09,noche,A,expedicion,272,17,385,0,f,,OP0051,2026-04-27 18:34:50.227774,f
71348,2024-09-19,noche,A,corte,342,5,536,0,f,,OP030,2026-04-27 18:34:50.227774,f
86064,2024-03-24,noche,C,mecanizado,155,10,473,0,f,,,2026-04-27 18:34:50.227774,f
15376,2023-08-26,noche,B,corte,315,11,588,0,f,,,2026-04-27 18:34:50.227774,f
84928,2023-06-14,noche,C,corte,374,8,603,52,t,falta_material,OP072,2026-04-27 18:34:50.227774,f
52143,2023-08-21,mañana,C,expedicion,329,6,249,15,f,,OP039,2026-04-27 18:34:50.227774,f
75715,2023-06-30,tarde,C,tratamiento_termico,386,10,249,0,f,,OP001,2026-04-27 18:34:50.227774,f
18109,2024-11-11,noche,B,corte,284,6,459,0,f,,OP076,2026-04-27 18:34:50.227774,f
55015,2023-10-22,mañana,C,control_calidad,413,25,439,0,f,,OP045,2026-04-27 18:34:50.227774,f
21053,2023-07-11,mañana,B,expedicion,333,5,220,0,f,,OP051,2026-04-27 18:34:50.227774,f
32617,2023-05-12,mañana,C,corte,451,10,513,0,f,,OP080,2026-04-27 18:34:50.227774,f
67595,2023-02-23,tarde,A,corte,364,12,561,0,f,,OP046,2026-04-27 18:34:50.227774,f
89928,2024-01-20,tarde,,corte,364,11,493,6,f,,OP043,2026-04-27 18:34:50.227774,f
58870,2023-10-05,mañana,C,mecanizado,262,16,446,39,t,mantenimiento,OP033,2026-04-27 18:34:50.227774,f
60779,2024-04-12,mañana,A,expedicion,493,8,196,0,f,,OP038,2026-04-27 18:34:50.227774,f
54350,2024-03-21,noche,C,tratamiento_termico,340,9,434,0,f,,OP011,2026-04-27 18:34:50.227774,f
16863,2024-07-01,noche,A,expedicion,496,9,362,0,f,,OP043,2026-04-27 18:34:50.227774,f
94843,2023-01-03,tarde,,corte,464,13,537,63,t,mantenimiento,OP024,2026-04-27 18:34:50.227774,f
53213,2023-12-10,mañana,A,corte,465,18,533,0,f,,OP041,2026-04-27 18:34:50.227774,f
98916,2024-02-16,mañana,C,mecanizado,337,13,388,0,f,,OP024,2026-04-27 18:34:50.227774,f
43029,2023-04-08,tarde,A,mecanizado,241,19,358,87,t,error_operario,OP015,2026-04-27 18:34:50.227774,f
96057,2024-02-26,tarde,B,control_calidad,579,39,333,0,f,,OP056,2026-04-27 18:34:50.227774,f
88997,2024-08-20,mañana,B,control_calidad,534,47,280,0,f,,OP080,2026-04-27 18:34:50.227774,f
96980,2024-04-29,mañana,C,mecanizado,340,17,448,153,t,fallo_maquina,OP044,2026-04-27 18:34:50.227774,f
55851,2023-05-11,tarde,B,mecanizado,300,17,386,0,f,,OP014,2026-04-27 18:34:50.227774,f
95990,2024-12-15,mañana,C,mecanizado,289,18,433,0,f,,OP074,2026-04-27 18:34:50.227774,f
61374,2023-10-31,noche,C,expedicion,258,3,298,0,f,,OP066,2026-04-27 18:34:50.227774,f
21104,2024-05-24,mañana,B,corte,332,14,421,0,f,fallo_maquina,OP050,2026-04-27 18:34:50.227774,f
59372,2023-10-20,mañana,B,tratamiento_termico,405,17,429,29,t,falta_material,OP052,2026-04-27 18:34:50.227774,f
53054,2024-08-22,tarde,B,control_calidad,590,49,309,11,t,error_operario,OP038,2026-04-27 18:34:50.227774,f
97833,2023-01-27,noche,B,corte,,6,458,13,f,,OP032,2026-04-27 18:34:50.227774,f
99838,2023-03-25,mañana,B,control_calidad,593,47,245,0,f,,OP073,2026-04-27 18:34:50.227774,f
22249,2023-03-14,noche,A,control_calidad,266,16,431,0,f,,OP004,2026-04-27 18:34:50.227774,f
65496,2023-02-09,tarde,B,expedicion,413,10,190,0,f,,OP026,2026-04-27 18:34:50.227774,f
12389,2023-09-25,mañana,A,corte,374,10,470,0,f,,OP049,2026-04-27 18:34:50.227774,f
33627,2023-03-30,mañana,A,corte,409,14,508,25,t,mantenimiento,OP0021,2026-04-27 18:34:50.227774,f
54791,2023-05-03,noche,C,mecanizado,241,14,388,0,f,,OP066,2026-04-27 18:34:50.227774,f
73736,2023-03-15,mañana,C,expedicion,430,7,224,0,f,,OP016,2026-04-27 18:34:50.227774,f
28030,2023-12-10,tarde,B,corte,368,12,397,0,f,,OP064,2026-04-27 18:34:50.227774,f
23256,2024-01-14,noche,B,tratamiento_termico,286,13,352,0,f,,OP024,2026-04-27 18:34:50.227774,f
80748,2023-05-17,tarde,A,corte,361,9,578,0,f,,OP049,2026-04-27 18:34:50.227774,f
79013,2023-02-11,tarde,A,corte,310,7,442,0,f,,OP013,2026-04-27 18:34:50.227774,f
91006,2023-01-02,mañana,C,expedicion,455,5,251,0,f,,,2026-04-27 18:34:50.227774,f
59377,2023-05-30,noche,A,corte,312,10,510,0,f,,OP006,2026-04-27 18:34:50.227774,f
33703,2024-07-07,mañana,B,tratamiento_termico,428,15,413,0,f,,OP034,2026-04-27 18:34:50.227774,f
91885,2024-10-05,mañana,C,expedicion,504,12,206,0,f,,OP004,2026-04-27 18:34:50.227774,f
15726,2024-08-29,noche,C,mecanizado,246,13,477,0,f,falta_material,OP0046,2026-04-27 18:34:50.227774,f
98652,2023-03-10,tarde,A,tratamiento_termico,404,15,410,0,f,,OP054,2026-04-27 18:34:50.227774,f
68222,2023-05-24,noche,B,control_calidad,427,36,319,0,f,,OP064,2026-04-27 18:34:50.227774,f
68841,2023-10-16,noche,B,tratamiento_termico,292,15,419,0,f,,OP044,2026-04-27 18:34:50.227774,f
71474,2023-10-26,mañana,A,mecanizado,298,10,411,0,f,,OP080,2026-04-27 18:34:50.227774,f
35430,2023-06-10,mañana,A,expedicion,471,9,245,0,f,,OP078,2026-04-27 18:34:50.227774,f
35430,2023-06-10,mañana,A,expedicion,471,9,245,0,f,,OP078,2026-04-27 18:34:50.227774,f
70513,2024-09-25,tarde,A,corte,400,13,475,25,t,falta_material,OP064,2026-04-27 18:34:50.227774,f
64874,2023-03-19,tarde,C,mecanizado,313,18,408,1,t,mantenimiento,OP011,2026-04-27 18:34:50.227774,f
36174,2024-03-14,tarde,B,control_calidad,441,,275,0,f,,,2026-04-27 18:34:50.227774,f
28140,2023-04-27,noche,B,control_calidad,420,39,301,16,t,fallo_maquina,OP010,2026-04-27 18:34:50.227774,f
16839,2024-06-08,mañana,B,mecanizado,318,19,442,0,f,,OP032,2026-04-27 18:34:50.227774,f
58655,2023-09-07,mañana,B,expedicion,455,7,261,0,f,,OP071,2026-04-27 18:34:50.227774,f
23446,2023-12-16,noche,A,tratamiento_termico,424,,389,0,f,,OP057,2026-04-27 18:34:50.227774,f
77621,2024-05-14,tarde,B,mecanizado,265,12,421,114,t,falta_material,OP068,2026-04-27 18:34:50.227774,f
47363,2024-08-14,mañana,B,tratamiento_termico,,,462,0,f,,OP015,2026-04-27 18:34:50.227774,f
31012,2024-04-03,noche,A,corte,299,13,440,0,f,,OP074,2026-04-27 18:34:50.227774,f
31012,2024-04-03,noche,A,corte,299,13,440,0,f,,OP074,2026-04-27 18:34:50.227774,f
77286,2023-01-05,mañana,B,corte,466,13,516,0,f,,OP038,2026-04-27 18:34:50.227774,f
67340,2024-09-17,tarde,C,corte,279,16,433,0,f,,OP035,2026-04-27 18:34:50.227774,f
39102,2024-03-31,mañana,A,expedicion,340,,181,27,f,falta_material,OP065,2026-04-27 18:34:50.227774,f
55820,2024-07-10,mañana,B,control_calidad,,8,330,0,f,,OP011,2026-04-27 18:34:50.227774,f
93748,2024-01-22,tarde,A,tratamiento_termico,277,9,335,96,t,desconocido,OP031,2026-04-27 18:34:50.227774,f
93748,2024-01-22,tarde,A,tratamiento_termico,277,9,335,96,t,desconocido,OP031,2026-04-27 18:34:50.227774,f
72722,2023-01-30,noche,C,mecanizado,,,546,61,t,desconocido,OP080,2026-04-27 18:34:50.227774,f
60615,2024-08-13,noche,B,corte,314,10,619,0,f,,OP028,2026-04-27 18:34:50.227774,f
59140,2024-10-23,tarde,B,mecanizado,,,,0,f,,OP058,2026-04-27 18:34:50.227774,f
51770,2023-04-04,tarde,B,expedicion,378,24,350,0,f,,OP012,2026-04-27 18:34:50.227774,f
95191,2024-06-13,mañana,C,control_calidad,542,43,334,0,f,,OP006,2026-04-27 18:34:50.227774,f
29142,2023-08-01,tarde,C,tratamiento_termico,293,12,324,0,f,,OP075,2026-04-27 18:34:50.227774,f
47601,2024-02-02,mañana,C,expedicion,,,255,0,f,,OP027,2026-04-27 18:34:50.227774,f
71925,2024-06-11,tarde,B,expedicion,520,13,226,0,f,,OP067,2026-04-27 18:34:50.227774,f
71925,2024-06-11,tarde,B,expedicion,520,13,226,0,f,,OP067,2026-04-27 18:34:50.227774,f
28191,2024-11-07,mañana,C,corte,378,26,387,0,f,,OP022,2026-04-27 18:34:50.227774,f
71487,2023-04-29,noche,B,control_calidad,351,28,276,30,f,,OP010,2026-04-27 18:34:50.227774,f
10688,2023-10-30,mañana,A,control_calidad,482,35,269,0,f,,,2026-04-27 18:34:50.227774,f
12490,2024-12-27,tarde,B,control_calidad,569,34,317,0,f,,OP003,2026-04-27 18:34:50.227774,f
29597,2023-10-16,mañana,C,control_calidad,654,49,259,0,f,,OP080,2026-04-27 18:34:50.227774,f
89807,2024-11-18,mañana,B,expedicion,487,7,213,0,f,,OP020,2026-04-27 18:34:50.227774,f
24573,2024-07-27,mañana,B,control_calidad,355,14,483,0,f,,OP046,2026-04-27 18:34:50.227774,f
41147,2024-02-17,mañana,B,expedicion,402,5,203,0,f,fallo_maquina,OP012,2026-04-27 18:34:50.227774,f
16258,2024-01-09,noche,B,tratamiento_termico,301,13,323,0,f,mantenimiento,OP019,2026-04-27 18:34:50.227774,f
12154,2024-03-10,tarde,C,corte,347,10,510,13,t,falta_material,OP059,2026-04-27 18:34:50.227774,f
85372,2023-08-14,mañana,B,mecanizado,314,16,,0,f,,OP038,2026-04-27 18:34:50.227774,f
28818,2023-05-24,noche,B,tratamiento_termico,308,8,352,0,f,,OP066,2026-04-27 18:34:50.227774,f
10205,2024-07-09,mañana,A,expedicion,389,9,228,0,f,,OP021,2026-04-27 18:34:50.227774,f
41531,2024-03-18,noche,C,mecanizado,236,16,390,0,f,,OP078,2026-04-27 18:34:50.227774,f
34551,2023-10-26,tarde,A,tratamiento_termico,352,13,297,0,f,,OP004,2026-04-27 18:34:50.227774,f
78951,2024-10-15,tarde,B,control_calidad,593,39,304,0,f,,OP020,2026-04-27 18:34:50.227774,f
76535,2024-10-02,tarde,A,expedicion,433,6,281,0,f,,OP072,2026-04-27 18:34:50.227774,f
15706,2024-10-19,tarde,C,mecanizado,298,9,422,94,t,fallo_maquina,OP047,2026-04-27 18:34:50.227774,f
58929,2023-03-09,noche,C,expedicion,334,24,321,2,t,error_operario,OP030,2026-04-27 18:34:50.227774,f
12128,2024-10-07,tarde,,control_calidad,454,37,307,8,t,mantenimiento,OP066,2026-04-27 18:34:50.227774,f
18855,2024-09-16,noche,,control_calidad,356,26,302,6,t,falta_material,OP008,2026-04-27 18:34:50.227774,f
96127,2024-02-15,noche,A,tratamiento_termico,288,11,366,38,t,error_operario,,2026-04-27 18:34:50.227774,f
86271,2024-11-13,noche,C,corte,405,5,589,6,t,mantenimiento,OP039,2026-04-27 18:34:50.227774,f
53583,2023-08-03,mañana,B,mecanizado,290,6,526,0,f,,OP013,2026-04-27 18:34:50.227774,f
56176,2023-06-20,tarde,C,control_calidad,544,40,324,0,f,,OP025,2026-04-27 18:34:50.227774,f
99742,2024-04-30,mañana,A,tratamiento_termico,389,16,386,4,t,error_operario,OP022,2026-04-27 18:34:50.227774,f
27675,2023-03-02,mañana,C,expedicion,420,12,226,0,f,,OP013,2026-04-27 18:34:50.227774,f
69988,2024-07-23,mañana,B,corte,421,15,492,0,f,,OP019,2026-04-27 18:34:50.227774,f
36144,2024-01-17,mañana,C,expedicion,380,7,251,0,f,,OP060,2026-04-27 18:34:50.227774,f
77552,2023-11-26,noche,B,corte,301,8,484,0,f,,OP077,2026-04-27 18:34:50.227774,f
77552,2023-11-26,noche,B,corte,301,8,484,0,f,,OP077,2026-04-27 18:34:50.227774,f
77552,2023-11-26,noche,B,corte,301,8,484,0,f,,OP077,2026-04-27 18:34:50.227774,f
81176,2023-02-27,tarde,A,control_calidad,501,44,332,0,f,,OP040,2026-04-27 18:34:50.227774,f
81176,2023-02-27,tarde,A,control_calidad,501,44,332,0,f,,OP040,2026-04-27 18:34:50.227774,f
81176,2023-02-27,tarde,A,control_calidad,501,44,332,0,f,,OP040,2026-04-27 18:34:50.227774,f
14799,2024-02-14,tarde,C,tratamiento_termico,,,425,0,f,,OP009,2026-04-27 18:34:50.227774,f
16265,2024-01-06,mañana,C,corte,405,13,476,0,f,,OP031,2026-04-27 18:34:50.227774,f
53506,2024-12-19,mañana,C,expedicion,370,5,214,0,f,,OP011,2026-04-27 18:34:50.227774,f
58237,2023-01-10,tarde,C,corte,339,11,520,0,f,falta_material,OP011,2026-04-27 18:34:50.227774,f
62431,2023-09-29,tarde,B,control_calidad,563,52,255,0,f,,OP011,2026-04-27 18:34:50.227774,f
60678,2024-11-22,mañana,,control_calidad,519,45,280,0,f,,OP048,2026-04-27 18:34:50.227774,f
34486,2024-06-21,tarde,A,mecanizado,315,9,341,0,f,,OP051,2026-04-27 18:34:50.227774,f
75211,2023-10-31,tarde,A,mecanizado,244,17,478,0,f,,OP054,2026-04-27 18:34:50.227774,f
20828,2024-12-07,tarde,A,mecanizado,278,14,452,3,t,falta_material,OP077,2026-04-27 18:34:50.227774,f
20828,2024-12-07,tarde,A,mecanizado,278,14,452,3,t,falta_material,OP077,2026-04-27 18:34:50.227774,f
20345,2024-12-03,mañana,A,mecanizado,352,21,379,87,t,error_operario,OP007,2026-04-27 18:34:50.227774,f
33652,2024-06-17,noche,B,control_calidad,418,36,310,0,f,,,2026-04-27 18:34:50.227774,f
52101,2024-07-20,noche,A,control_calidad,502,38,306,0,f,,OP053,2026-04-27 18:34:50.227774,f
52981,2024-01-11,noche,B,expedicion,313,2,285,0,f,,OP028,2026-04-27 18:34:50.227774,f
65851,2023-05-04,mañana,C,expedicion,,0,298,0,f,,OP077,2026-04-27 18:34:50.227774,f
68183,2023-08-19,tarde,,expedicion,515,11,249,0,f,,OP042,2026-04-27 18:34:50.227774,f
15551,2023-03-13,mañana,A,tratamiento_termico,357,17,361,0,f,,OP025,2026-04-27 18:34:50.227774,f
56210,2024-08-08,tarde,A,expedicion,569,10,225,0,f,error_operario,OP077,2026-04-27 18:34:50.227774,f
67008,2023-02-17,tarde,B,expedicion,483,14,199,0,f,,OP023,2026-04-27 18:34:50.227774,f
17518,2023-12-03,mañana,C,mecanizado,290,15,448,0,f,,OP062,2026-04-27 18:34:50.227774,f
93560,2023-07-04,noche,A,tratamiento_termico,324,14,438,0,f,,OP032,2026-04-27 18:34:50.227774,f
77251,2023-04-07,mañana,B,mecanizado,297,16,387,50,t,falta_material,OP001,2026-04-27 18:34:50.227774,f
99051,2023-04-04,noche,C,tratamiento_termico,321,9,388,0,f,,OP080,2026-04-27 18:34:50.227774,f
34523,2023-03-14,noche,A,corte,344,10,594,0,f,,OP068,2026-04-27 18:34:50.227774,f
14081,2023-11-24,noche,B,expedicion,384,21,440,31,t,mantenimiento,OP004,2026-04-27 18:34:50.227774,f
89635,2024-08-14,mañana,A,control_calidad,444,33,282,0,f,,OP045,2026-04-27 18:34:50.227774,f
67432,2023-03-08,noche,A,corte,441,17,494,0,f,,OP038,2026-04-27 18:34:50.227774,f
60181,2024-09-15,tarde,A,control_calidad,518,39,258,0,f,,OP061,2026-04-27 18:34:50.227774,f
14244,2024-06-19,mañana,C,mecanizado,378,17,499,2,t,error_operario,OP049,2026-04-27 18:34:50.227774,f
99006,2024-08-16,mañana,A,corte,395,7,453,23,t,mantenimiento,OP004,2026-04-27 18:34:50.227774,f
99006,2024-08-16,mañana,A,corte,395,7,453,23,t,mantenimiento,OP004,2026-04-27 18:34:50.227774,f
58623,2024-04-03,tarde,B,tratamiento_termico,,,386,0,f,,OP038,2026-04-27 18:34:50.227774,f
20077,2024-12-11,tarde,C,control_calidad,383,,361,0,f,,OP074,2026-04-27 18:34:50.227774,f
79397,2024-12-30,mañana,B,expedicion,469,9,242,0,f,,OP031,2026-04-27 18:34:50.227774,f
51207,2023-06-26,tarde,A,mecanizado,276,21,410,0,f,,OP026,2026-04-27 18:34:50.227774,f
42717,2023-01-23,mañana,C,tratamiento_termico,368,21,373,2,t,falta_material,OP019,2026-04-27 18:34:50.227774,f
13396,2023-02-19,noche,A,mecanizado,229,9,452,11,t,error_operario,OP032,2026-04-27 18:34:50.227774,f
75410,2023-08-16,tarde,C,corte,296,5,466,0,f,,OP055,2026-04-27 18:34:50.227774,f
83619,2024-06-02,noche,C,control_calidad,285,22,427,0,f,,OP079,2026-04-27 18:34:50.227774,f
44116,2024-05-29,mañana,A,control_calidad,372,34,283,0,f,,OP072,2026-04-27 18:34:50.227774,f
38124,2024-06-05,mañana,B,tratamiento_termico,286,9,314,4,t,mantenimiento,OP006,2026-04-27 18:34:50.227774,f
47431,2024-02-12,noche,C,tratamiento_termico,262,12,334,0,f,,OP024,2026-04-27 18:34:50.227774,f
74382,2024-11-30,mañana,A,control_calidad,330,15,415,0,f,,OP054,2026-04-27 18:34:50.227774,f
69250,2024-10-25,tarde,B,expedicion,541,7,248,0,f,,OP003,2026-04-27 18:34:50.227774,f
68341,2024-09-06,mañana,C,mecanizado,308,11,,0,f,,OP003,2026-04-27 18:34:50.227774,f
99381,2024-03-08,mañana,A,mecanizado,235,11,459,3,t,mantenimiento,OP033,2026-04-27 18:34:50.227774,f
51889,2023-11-03,mañana,B,tratamiento_termico,250,13,342,0,f,,OP029,2026-04-27 18:34:50.227774,f
18511,2024-02-21,tarde,A,mecanizado,294,14,387,58,t,error_operario,OP041,2026-04-27 18:34:50.227774,f
48058,2024-06-23,tarde,C,expedicion,573,14,263,0,f,,OP0010,2026-04-27 18:34:50.227774,f
30644,2023-04-24,tarde,A,mecanizado,281,14,460,0,f,,OP006,2026-04-27 18:34:50.227774,f
30644,2023-04-24,tarde,A,mecanizado,281,14,460,0,f,,OP006,2026-04-27 18:34:50.227774,f
30644,2023-04-24,tarde,A,mecanizado,281,14,460,0,f,,OP006,2026-04-27 18:34:50.227774,f
93584,2023-09-22,tarde,C,corte,335,13,440,0,f,,OP007,2026-04-27 18:34:50.227774,f
57381,2023-07-17,mañana,B,mecanizado,376,19,416,29,t,mantenimiento,OP025,2026-04-27 18:34:50.227774,f
28202,2023-05-03,mañana,A,expedicion,334,6,213,14,t,mantenimiento,OP003,2026-04-27 18:34:50.227774,f
74752,2024-10-18,noche,A,expedicion,368,12,254,0,f,,OP065,2026-04-27 18:34:50.227774,f
71263,2024-10-10,mañana,A,expedicion,308,7,264,0,f,,OP035,2026-04-27 18:34:50.227774,f
71263,2024-10-10,mañana,A,expedicion,308,7,264,0,f,,OP035,2026-04-27 18:34:50.227774,f
82305,2023-07-15,mañana,B,tratamiento_termico,361,11,312,0,f,,OP003,2026-04-27 18:34:50.227774,f
21300,2023-01-17,mañana,A,mecanizado,259,10,383,78,t,error_operario,OP078,2026-04-27 18:34:50.227774,f
21300,2023-01-17,mañana,A,mecanizado,259,10,383,78,t,error_operario,OP078,2026-04-27 18:34:50.227774,f
62187,2024-10-11,noche,B,tratamiento_termico,313,19,386,0,f,,OP066,2026-04-27 18:34:50.227774,f
